Scientific_Name,English_Name,Tarsus_Length,Bill_Total_Length,Wing_Chord,Bill_Width,Bill_Depth,Wing_pointedness,Tail_Length,Gape_width
Xipholena punicea,Pompadour Cotinga,22.85,18.27,123.75,6.4,5.65,13.27,64.75,14.07
Xiphorhynchus fuscus,Lesser Woodcreeper,19.06,28.64,88.84,NA,6.19,NA,77.3,NA
Xiphorhynchus elegans,Elegant Woodcreeper,22.01,31.52,96.29,5.74,6.2,20.08,82.33,NA
Xiphorhynchus erythropygius,Spotted Woodcreeper,22.51,34.77,113.6,5.59,7.12,21.75,101.53,NA
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,23.1,41.92,112.61,5.65,7.95,18,99.1,NA
Xiphorhynchus fuscus,Lesser Woodcreeper,16.8,26.82,77.8,3.68,4.75,19.52,71.38,NA
Xiphorhynchus guttatus,Buff-throated Woodcreeper,24.41,40.85,115.64,6.35,8.48,16.7,105.41,NA
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,23.26,38.3,121.81,6.16,8.62,23.38,112.5,NA
Xiphorhynchus obsoletus,Striped Woodcreeper,21.41,26.88,94.55,4.84,6.38,18.67,81.25,NA
Xiphorhynchus ocellatus,Ocellated Woodcreeper,20.8,32.84,96.43,5.47,6.1,20.63,80.75,NA
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,21.65,33.48,101.75,5.7,6.55,20.84,86,NA
Xiphorhynchus spixii,Spix's Woodcreeper,20.59,30.5,97.66,5.34,6.1,22.96,85.25,NA
Xiphorhynchus susurrans,Cocoa Woodcreeper,23.12,37.37,101.88,5.6,7.32,17.76,83.33,14.03
Xiphorhynchus triangularis,Olive-backed Woodcreeper,22.29,33.78,115.44,5.29,7.25,22.76,97.85,11.88
Xolmis cinereus,Grey Monjita,29.05,25.6,136.05,6.2,6.65,31.76,91.06,13.32
Xolmis coronatus,Black-crowned Monjita,28.98,24.84,126.74,5.67,6.06,33.44,91.1,12.14
Heteroxolmis dominicana,Black-and-white Monjita,26.06,21.08,112.2,5.75,5.54,21.84,93.34,10.93
Xolmis irupero,White Monjita,23.68,20.59,107.16,5,5.04,32,77.34,10.82
Xolmis pyrope,Fire-eyed Diucon,26.89,23.94,106.99,5.12,5.24,21.49,84.24,12.03
Xolmis rubetra,Rusty-backed Monjita,29.54,19.93,118.19,4.45,4.49,31.21,80.51,9.43
Xolmis salinarum,Salinas Monjita,26.8,16.2,106.33,4.03,3.9,33.3,75,10.65
Xolmis velatus,White-rumped Monjita,26.93,24.73,117.67,6.35,5.96,34.79,76.17,10.98
Zaratornis stresemanni,White-cheeked Cotinga,25.75,18.15,112.5,6.2,7.15,21.05,84,11.3
Zimmerius acer,Guianan Tyrannulet,14.7,9.74,50.56,2.88,2.92,16.77,40.94,5.58
Zimmerius albigularis,Choco Tyrannulet,14.57,8.97,49.62,3.23,3.08,14.68,44.5,6.92
Zimmerius bolivianus,Bolivian Tyrannulet,16.4,11.09,57.44,2.94,3.43,16.84,51.17,6.27
Zimmerius chicomendesi,Chico's Tyrannulet,12.5,7.4,41,2.6,2.3,10,35,6
Zimmerius chrysops,Golden-faced Tyrannulet,15.75,9.66,51.48,3.4,3.44,11.68,44.88,6.04
Zimmerius cinereicapilla,Red-billed Tyrannulet,16.11,11.22,55.62,4.1,3.74,17.07,48,7.1
Zimmerius gracilipes,Slender-footed Tyrannulet,14.84,10.03,46.71,3.38,3.29,13.26,41.79,6.33
Zimmerius improbus,Venezuelan Tyrannulet,18.05,11.18,60.38,3.25,3.16,16,52.75,5.97
Zimmerius vilissimus,Paltry Tyrannulet,15.8,NA,49.17,3.33,3.17,NA,45,NA
Zimmerius vilissimus,Paltry Tyrannulet,17,10.1,58.12,3.45,3.45,15.07,50.88,6.47
Zimmerius villarejoi,Mishana Tyrannulet,13.18,7.38,44.75,2.67,2.57,10.18,41.33,6.03
Zimmerius flavidifrons,Loja Tyrannulet,16.89,9.82,54.3,3.31,3.21,11.47,52.75,5.95
